,0
968,"좋아요 73개
ssamjuseyu_
-
성수_루프카페

1층부터 루프탑까지 총 4층으로 구성되어있고, 케익부터 빵종류가 엄청 많다 외관부터 내부 인테리어가 모두 연회색으로 되어있는데, 하필 오늘 회색옷을 입고 와서 내눈이 다 어질어질 했기😵‍💫
비건빵 종류도 많던데 철저히 무시하고 바스크치즈케이크 랑 바라 주문😇 맛은 쏘쏘 ㅠㅠ

#먹스타그램 #맛스타그램 #먹팔 #맞팔환영 #성수동맛집
#성수동카페 #뚝섬카페 #성수루프 #루프탑카페 #일상소통
#바스크치즈케이크 #바닐라라떼 #내돈내먹 #쌈주세요🥬
3일
jeje_06090
ㅇㅁㅇ 오! 저 질감👏👏👏. 근데 맛이 쏘쏘라니 아쉽네요ㅠ 소통하고싶어 선팔하고가요❤️
3일좋아요 1개답글 달기
답글 보기(1개)
sweety_pigpig
와 치즈케이크 넘 맛있어보여요😍 먹팔해여
3일좋아요 1개답글 달기
답글 보기(1개)
chae.dori
사진 잘봤어요 선팔하고가요 소통해요 ❤️
3일좋아요 1개답글 달기
jjin_c00k
먹팔해요~~!
3일좋아요 1개답글 달기
jachuepang
크으👍👍 넘넘 맛있어보여요오😋 저도 먹계정활동는데 맞팔하고 먹통하고 지내요🥰 선팔하고가요옹😍😍
3일좋아요 1개답글 달기
charmsaekki
선팔합니다아아❤️
3일좋아요 1개답글 달기
3일 전
게시"
969,"좋아요 111개
foodd._.diaryy
.
하 먹스타에 너무 소홀했다
다시 열쉬미 해볼게🥳
.
.
.
#성수동 #누메로뜨레스
#추석 에 다녀온 #성수동맛집
유명한 #누메로도스 2호점(?)인데
더 넓고 쾌적하고
똑같이 맛있음👍🏻👍🏻
.
.
.
#피자 #파스타 #성수동카페 #pizza #pasta #steak #cheese #바질 #바질페스토 #fff #먹스타맞팔
3일
foodd._.diaryy
🙌
3일답글 달기
답글 보기(1개)
justopened
🍷 와인 각 1병 가능하겠는데요😍
3일좋아요 1개답글 달기
3일 전
게시"
970,"좋아요 17개
_mina3_3
𝙋𝙞𝙣𝙠 𝙋𝙚𝙖𝙘𝙝𝙚𝙨💕
3일
_mina3_3
#피치스 #성수동핫플 #성수 #성수동맛집 #성수카페 #피치스도원 #서울맛집 #서울카페 #성수핫플 #젤라또 #geladone #도넛맛집 #도넛 #노티드도넛 #🍑 #🍩 #💕 #🍦
3일답글 달기
_mina3_3
도넛헤이터&아이스크림러버 = 👩🏻
3일답글 달기
3일 전
게시"
971,"좋아요 50개
metime_all_sseul
재현이의 친구 정윤이 아버님의 새로운브랜드 성수동 #원기옥
오픈소식에 너무 가보고싶었는데 드디어 오늘 저녁으로!

'으뜸으로 기운을 보충하는 집'이라는 의미의 이름을 가지기에 충분한 메뉴들, 올해 내가 먹은 음식 중 단연코 보양식으로 충분했다고 말할 수 있을만큼 추천합니다❣️ #성수낙낙가면#원기옥
3일
stunningssong
이름만 들어도 보양되는 느낌인데요☺️
3일좋아요 1개
답글 보기(1개)
lovvvevins
와!! 몸에 좋은건 다 있는거같은데요💪🏼😍
3일좋아요 1개
답글 보기(1개)
metime_all_sseul
#성수동 #성수낙낙맛집 #성수동맛집 #원기옥 #보양식 #보양전골 #한우요리맛집 #보양맛집
3일
hwang.negi
감사합니다^^
3일좋아요 1개
답글 보기(1개)
3일 전
이 게시물에 대한 댓글 기능이 제한되었습니다."
972,"ayu__ayeon
님 
외 27명
이 좋아합니다
tout.luit
🍷🍽🍷
4일
tout.luit
❤️
4일답글 달기
답글 보기(1개)
goun2_
❤️
4일좋아요 1개답글 달기
4일 전
게시"
973,"좋아요 72개
dailylist._.nn
#먼치스앤구디스 
.
.
.
친구가 추천해준 식료품 및 카페 ✨
이런 공간이 있다니.. 심지어 요즘 핫플이던데...👍🏻
오픈어택으로 맞춰 갔는데 즐기고 나오니까 사람들이 ...🤭

산미없는 커피를 좋아하는 사람으로써 커피는 살짝 아쉬웠지만...
개인적으로 베이커리류가 진짜 미쳤다...🎶
#yeahjin_성수
1주
dailylist._.nn
.
1주답글 달기
답글 보기(1개)
9월 20일
게시"
974,"좋아요 139개
nickitude
_
사진 못찍는 병 또 도져버림
보양 오마카세 컨셉답게 몸에좋을 것 같은 맛(?
적당히 맛있고 적당히 친절한 식사였다
.
.
.
#일상 #데일리 #주말 #저녁메뉴 #디너 #스시
#성수동맛집 #오마카세 #기후 #보양식 #먹스타그램
3일
bboy_sloth
오오 맛난거당🔥🔥🔥🔥
3일답글 달기
kwanganlee_
우와 정말 맛있겠네요 오마카세
3일답글 달기
75moon_sh
첫번째 사진 훌륭해요~👍
1일답글 달기
3일 전
게시"
975,"좋아요 6개
gimjiweon511
내가 좋아하는 커피

#사진맞팔 #일상 #좋반댓반 #맞팔은댓셀카 #선팔하면맞팔해요 #맞팔할사람 #울산맘소통 #팔로우좋아요 #선팔맞팔 #좋반댓 #소통해여 #소통해요 #주부소통 #천안맘육아소통 #인친구함 #개띠맘소통 #애견인맞팔환영 #맞팔다렉 #선팔100 #좋아요반사테러 #사진계정소통 #칼좋반 #소통해요 #다이어트맞팔환영 #노원맛집 #성수동맛집
3일
3일 전
게시"
976,"좋아요 31개
heeerim__
성수에서 연남까지🙃
3일
heeerim__
#연남동맛집 #제스티살룬 #새우버거맛집 #성수동맛집 #새우버거사랑
3일답글 달기
ioonda0
오?!! 요기 버거 오때?!!😍
3일답글 달기
답글 보기(1개)
3일 전
게시"
977,"가장 먼저 
좋아요
를 눌러보세요
pyuphyuaung87550
호박죽도 맛있고 스테이크는 너무 부들부들 #미도인 최애 인생 대박 맛집!!!
#뚝섬맛집#성수역맛집추천#서울숲맛집#서울숲데이트#성수맛집미도인#꼭가야하는곳#미도인성수#성수맛집#성수동맛집
3일
3일 전
게시"
978,"좋아요 11개
foodiary_winery
#도믹스 #도믹스성수 #성수동맛집 #서울숲맛집 #f_w성수맛집 #f_w서울숲맛집

서울숲에서 굽이굽이 돌고돌아 온 #도믹스 . 바 테이블도 너무 좋았고 감자전, 육회, 숯불불고기도 맛있었다. 특히 메뉴마다 새로운 조합이 신선했다. 감자전에는 찬 버터가, 육회에는 바삭한 칩이, 숯불고기에는 상큼한 수박이 곁들여졌다. 실험적이고 색다르다. 전메뉴 격파해야 할 곳 추가. 두시간 제한인게 초큼 아쉽.

☆☆☆☆
3일
domix_seoul
찾아주셔서 감사해요! 평일에 오시면 여유롭게 이용가능하세요:) 좋은주말 보내세요🙌
3일좋아요 1개답글 달기
답글 보기(1개)
3일 전
게시"
979,"좋아요 192개
se_esaw_
집콕하다가 저녁먹으러 #진작
3일
se_esaw_
😍
3일답글 달기
답글 보기(1개)
nu_chacha48
피드 볼때마다 패션센스가😍
3일답글 달기
workout_ring9
사진 느낌 좋네요~! 잠시 DM가능하세요~? ☺️
3일답글 달기
lazy__foody
비쥬얼 난리나네요😮😍😍
2일답글 달기
3일 전
게시"
980,"가장 먼저 
좋아요
를 눌러보세요
heyey_1214
우리커플이 좋아하는 성수동 고깃집♡
일단 분위기도 넘 예쁘고.. 고기도 다 구워주신다!
근데 심지어 고기가 엄~~~청 맛남ㅋ
사이드까지 완!벽!!
#고집132성수본점 #성수동맛집고집132 #성수동맛집 #성수맛집 #뚝섬맛집 #서울숲맛집 #한양대맛집 #성수동핫플레이스 #성수동데이트 #성수동술집 #성수동밥집 #성수동고기집 #고집132
3일
3일 전
게시"
981,"좋아요 35개
chicken_nwam
.
🍴여의도🍴

장소: 잠수교집 여의도점

총점: 🌟🌟🌟🌟.8
역시 냉삼하면 잠수교집! 만점 아닌 이유는 아직 냉삼탐험 중이기 때문ㅎ 그래도 지금까지는 내맘속 냉삼 1위!

메뉴&가격: 삼겹살 160g 13,000x4 + 하이볼 8,000x2 + 볶음밥 4,000 + 계란추가 500 = 72,500

후기: 역시 냉삼은 잠수교집 ㅠ 잠수교집은 다 직영점이라서 그런지 어느 지점이든 똑같이 맛있다!!!! 계란말이는 같이 구워먹으면 너무 맛있다ㅠ 파절이도 무생채도 구워먹으니 너무 맛있다ㅠ 볶음밥은 꼭 돼지기름 남은거 조금 넣어서 먹기! 몸에 안좋은거 알지만,,, 그래도 이렇게 안먹으면,,, 살아갈 수가 읎..서..요...
내 최애 쌈 조합은 깻잎 + 날계란에 푹 담군 냉삼 + 구운 파절이 + 구운 마늘쫑 + 고추장 = 😇
다들 뭐하세요! 지금 당장 냉삼집으로 뛰어가시오!
.
.
.
#냉삼 #냉삼맛집 #잠수교집 #맛집 #맛집추천 #맛집스타그램 #여의도맛집 #이태원맛집 #압구정맛집 #성수동맛집 #문래동맛집 #kfood #koreanfood #고기 #고기스타그램 #좋아요 #fff #좋반 #저기압일땐고기앞으로 #🍗 #🍖
3일
3일 전
게시"
982,"좋아요 73개
house_habi
파스타와 독일 와인 입문🥂
4일
house_habi
.
4일답글 달기
답글 보기(1개)
twinkle_.__twinkle
어멍 파스타 넘나 맛있어보여요😍 선팔하고 갑니다:-)
3일답글 달기
답글 보기(1개)
angelbory_
너무 맛있어보여서 군침이돋네요!! 😨 찐소통하며 지내고싶어요!'◡'✿맞팔해요🤍
3일답글 달기
4일 전
게시"
983,"좋아요 17개
starry_dy98
성수맥주🍻
대마맥주 추천🌿

#성수맥주 #대마맥주 #대마맥주🌿
#성수동맛집 #성수맛집
4일
4일 전
게시"
984,"좋아요 8개
panfree8275
대~~박~~~! 잊을 수 없는 맛!
#사위식당
.
.
#낙곱새#성수동맛집 #성수동 #서울숲맛집 #서울숲 #데일리 #jmt#성수역맛집#성수맛집 #성수동카페 #맛점 #맛저 #성수동핫플레이스#seoul #성수동데이트 #건대맛집 #일상 #포장 #갬성 #성수동카페거리 #성수동맛집사위식당
4일
4일 전
게시"
985,"좋아요 116개
celinebabie
티마시는 뇨자들 #영지시선
4일
__h______m
동화속에서 나온건 아닌지 ?
3일답글 달기
답글 보기(3개)
celinebabie
-
4일답글 달기
답글 보기(1개)
_juun__
에바긴하다
3일답글 달기
답글 보기(1개)
yu_min_s2
뭐야뭐야?!블랙이야?!찰떡이닷💟
3일답글 달기
답글 보기(1개)
_ssenisub
오잉 개예쁘다..!!
3일답글 달기
답글 보기(1개)
_jxxyexngji__
실물이 사진에 안담기는 미모😮
4일답글 달기
답글 보기(3개)
lim_tang__
아니 미친;; 이쁘네
3일답글 달기
답글 보기(1개)
tae_young_s
담주에 보는 지세린 맞음??
3일답글 달기
답글 보기(1개)
yoonhee_1103
세린아 두번째사진이거따로올려야되는거아니냐구ㅜ
3일답글 달기
yulyullllli
난 왜 이 예뿐걸 이제야 확인해 ?
42분답글 달기
4일 전
게시"
986,"좋아요 29개
j.ovable
♡̷̷̷
4일답글 달기
답글 보기(1개)
parksinhye_
좋은데 갓네 ,,,,,,,💓
3일답글 달기
답글 보기(1개)
4일 전
게시"
987,"좋아요 12개
imseoyeon240
뒷모습마저 너무 귀여워

#좋반해요 #육아일상소통 #다이어터소통 #울산맘소통 #댓글은맞팔 #맞팔해요우리 #육아소통맞팔 #좋아요테러 #맞팔가 #팔로우반사 #인천맘소통 #초등맘소통 #소통해여 #선팔하면맞팔바로가요 #댓글반사 #좋아요환영 #사진소통 #팔로워반사 #식단소통 #쥐띠맘소통 #맞팔은선팔후댓글 #좋반가요 #소통소통 #맞좋아요 #여의도맛집 #성수동맛집
4일
_k.oni_
꺆 귀엽네여❤️
3일답글 달기
4일 전
게시"
988,"좋아요 16개
88_dining
어떤 레드와도 잘어울리는 토마토 소스🍅
리가토니 면과 통삼겹을 이용한 포크밸리 포모도로 입니다 😄
4일
88_dining
#88dining
4일답글 달기
답글 보기(1개)
4일 전
게시"
989,"좋아요 99개
atlas_meteor
2021.09.25 오운

💪벤치
130 (v1)
120 3곱3 (v2)
95 5 set of 7 (v3)

💪덤벨벤치6셋, 덤벨ohp 8셋, 사레레5셋, 진상싯업(v4)

1. 벤치는 2주간 3곱3 중지하고 6회이상 고반복실시해야겠다. 다시 어깨가 불편해지네
2. 사람없어서 진상 싯업실시
3. 운동전 안티푸라민 바르면 기름과 물처럼 섞이지 않는 효과
4. 양키들 왜 나는 send me pic댓글 안달아주누, 파붕이 차별하누???

#팀아틀라스
#파워리프팅 #powerlifting
#필라테스 #폴댄스
#성수동 #성수동헬스 #성수헬스
#경찰 #police #운동하는경찰
#운동하는남자 #운동하는여자 #중앙경찰학교 #경시생 #성수동맛집 #성수동카페 #서울숲 #강남 #우콘카레 #사진창고 #할아버지공장 #써밋브로우 #맞닿음 #성수맥주
#테슬라 #tesla #엘앤에프 #엘앤에프가자
4일
liftordie_marco
형님 저는 양키들 댓글 몇 번 받아봣네요 저 인싸입니까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
3일답글 달기
답글 보기(1개)
godjaewoo
오늘 130 완전 빈봉이시군요!!🔥🔥🔥
3일답글 달기
답글 보기(1개)
wook_caffeine
여전히 강하십니다!🔥🔥
3일답글 달기
답글 보기(2개)
atlas_rpe11_ksh
오 뭐야 뭐지 뭐야..마지막 뭐죠..여잔가..
3일답글 달기
답글 보기(2개)
atlas_flatback
너무 섹시해요 형;;;
3일답글 달기
답글 보기(2개)
4일 전
게시"
990,"좋아요 255개
i_cd_i
오늘의 성수동 나들이 🤎🌱
4일
i_cd_i
❤️
4일좋아요 1개답글 달기
답글 보기(1개)
its__candle
앗 마지막 심쿵😍
2일좋아요 1개답글 달기
4일 전
게시"
991,"조회 23회
hyeon_vely77
살 빼는것 보다 중요한 건강 ♥
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀
⠀⠀⠀⠀⠀
체험 전에는
두통과 변비로 무기력하고 피곤한 몸에
잠도 제대로 못자고 🥺
⠀⠀⠀
손발이 차고 어깨도 뻐근했는데
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
시너지다이어트 체험 후 ‼️
⠀⠀⠀⠀⠀
늘 가스가 차서 빵빵 하던 배가
허리라인이 생기더니 ♥♥♥
복부 사이즈 또한 쏘➰옥 들어갔고
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
가장 좋았던 점은
잠을 편하게 푹 자게 된것이었어요 !!
⠀⠀⠀⠀⠀
두통이 사라지고 머리가 맑아지니
잠이 잘 오더라구요 🙈❤❤
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀
항상 피곤하단 말을 입에 달고 살았는데..
⠀⠀⠀⠀
몸 전체 사이즈가 줄어드니까
✔ 작아서 못입던 옷도 입고
✔ 막힌 림프 뚫리니까 옷핏도 이뻐지고
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
게다가 몸이 가벼워지니까
아이들에게 짜증도 덜 내게 됐어요 🤣
⠀⠀⠀⠀⠀
⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀
🌿 𝘁𝗼 𝗰𝗵𝗮𝗻𝗴𝗲 𝘆𝗼𝘂𝗿 𝗯𝗼𝗱𝘆
다이어트 & 사업 문의는 DM으로 💬
⠀⠀⠀⠀⠀
* 문진표 작성은 필수입니다 ◡̈
⠀⠀⠀⠀
4일
hyeon_vely77
♥
4일답글 달기
답글 보기(1개)
4일 전
게시"
992,"좋아요 2개
nadaji84
여유 커피

#예신소통 #대전맘소통 #맞팔반사 #선좋아요맞좋아요 #좋아요충 #좋아요반사댓 #인친환영 #맞팔할사람 #맞팔로우미 #맞팔환영 #식단소통 #선팔후댓글 #좋반반사 #맞선팔 #신혼부부소통 #소통프로그램 #좋아요요정 #육아맘소통해요 #맞팔좋아요 #선팔맞팔고고 #천안맘육아소통 #좋아요정 #선팔하면맞팔바로가요 #햄스터소통 #성수동맛집 #사상맛집
4일
4일 전
게시"
993,"좋아요 2개
nyamyynyam
☕️
4일답글 달기
답글 보기(1개)
4일 전
게시"
994,"좋아요 14개
allrounder__j
주말도 낼 하루 남아뜨아
4일
allrounder__j
😭
4일답글 달기
답글 보기(1개)
join_beautylife
안녕하세요 브랜드 어필리에이트 김조인입니다:)
피드보고 제안드릴게 있는데  DM 남겨주세요☺️
3일답글 달기
4일 전
게시"
995,"좋아요 12개
88_dining
캐러멜라이징 자두와 부라타치즈 그리고 앤초비오일에 절인 아스파라거스🍽스파클링은 물론 화이트와인과도 찰떡🥂👍
4일
88_dining
#88dining
4일답글 달기
답글 보기(1개)
lia.fit015
promote it on @food_felicity_
4일답글 달기
4일 전
게시"
996,"좋아요 145개
angela.rainy
Fancy style 🤙🤟🏻😆

#운동하는여자 #운동하는남자#운동 #fitness #运动 #운동스타그램 #헬스타그램 #헬스장 #운동복 #일상스타그램 #sport#일상 #daily #rainysdaily#데일리룩 #데일리 #ootd #소통 #서울숲#트리마제 #갤러리아포레 #성수동맛집#fashionstyle #패션
4일
instacalisthentics
Saturday night workout. Good and healthy 💯
4일좋아요 1개답글 달기
tw_fun_joooo
dm가능하세요~? 여쭤볼게 있어서요😊
3일좋아요 1개답글 달기
tw_fun_joooo
디엠확인부탁드려요😊
3일좋아요 1개답글 달기
heohwan_
안녕하세요~운동소통해요 ㅎ 선팔하고갑니다!
3일좋아요 1개답글 달기
4일 전
게시"
